DRR091839_1.mature	DRR091842_1.mature	DRR091837_1.mature	DRR091838_1.mature	DRR091840_1.mature	DRR091848_1.mature	DRR091841_1.mature	DRR091847_1.mature	DRR091844_1.mature	DRR091849_1.mature	DRR091845_1.mature	DRR091846_1.mature	DRR091843_1.mature
hsa-miR-5188	0.0838602103421173	0.109191077162118	0	0	0	0	0	0	0.176095102138778	0.270354525986373	0	0	0
hsa-miR-5586-3p	0	0	0	0	0	0	0	0.245464405111941	0.176095102138778	0	0.143968986024476	0	0.194232689266463
hsa-miR-6737-3p	0	0	0.0856233228115607	0.0760999727880469	0	0	0	0.245464405111941	0.264142653208167	0	0	0	0
hsa-miR-6740-3p	0	0	0	0	0.103698606399868	0	0	0.736393215335823	0	0.135177262993187	0	0.208989868152724	0
hsa-miR-6749-3p	0	0.109191077162118	0.0856233228115607	0	0.103698606399868	0	0.0856342302665385	0.245464405111941	0	0	0.143968986024476	0	0
hsa-miR-6755-5p	0.0838602103421173	0	0	0	0	0.130648479572369	0.256902690799616	0	0.0880475510693891	0	0	0	0
hsa-miR-6774-5p	0	0	0	0	0	0.130648479572369	0.171268460533077	0.245464405111941	0	0	0	0.208989868152724	0.0971163446332316
hsa-miR-6810-5p	0	0	0	0.152199945576094	0	0	0	0	0	0	0.143968986024476	0	0.291349033899695
hsa-miR-6818-3p	0	0	0	0.0760999727880469	0.207397212799736	0	0	0	0	0	0.143968986024476	0	0.194232689266463
hsa-miR-6877-3p	0	0	0	0	0.103698606399868	0	0.0856342302665385	0.736393215335823	0	0.135177262993187	0	0	0
hsa-miR-6883-3p	0.0838602103421173	0	0	0.152199945576094	0.103698606399868	0	0	0	0.0880475510693891	0	0	0.208989868152724	0
hsa-miR-7845-5p	0.0838602103421173	0	0	0.0760999727880469	0	0.130648479572369	0	0	0	0.270354525986373	0.143968986024476	0	0
hsa-miR-7854-3p	0	0.109191077162118	0.0856233228115607	0	0	0.261296959144739	0	0	0	0.135177262993187	0	0	0.0971163446332316
hsa-miR-208a-3p	0.251580631026352	0	0	0	0	0	0	0.490928810223882	0	0	0	0	0
hsa-miR-215-3p	0	0.109191077162118	0	0.0760999727880469	0	0	0.0856342302665385	0	0.176095102138778	0	0	0	0
hsa-miR-135a-3p	0	0	0.256869968434682	0	0.207397212799736	0	0	0	0	0	0	0	0
hsa-miR-155-3p	0	0	0.0856233228115607	0	0.207397212799736	0	0	0	0	0	0	0	0.194232689266463
hsa-miR-219a-2-3p	0	0.327573231486353	0.0856233228115607	0	0	0.130648479572369	0	0	0	0	0	0	0
hsa-miR-518e-3p	0	0	0	0	0	0.130648479572369	0.171268460533077	0	0	0	0	0.417979736305447	0
hsa-miR-503-3p	0.0838602103421173	0	0	0.0760999727880469	0	0	0	0	0	0.135177262993187	0	0	0.194232689266463
hsa-miR-507	0.0838602103421173	0	0.0856233228115607	0.152199945576094	0.103698606399868	0	0	0	0	0	0	0	0
hsa-miR-508-5p	0	0.109191077162118	0.0856233228115607	0.0760999727880469	0	0.130648479572369	0.0856342302665385	0	0	0	0	0	0
hsa-miR-573	0	0	0	0	0	0.130648479572369	0.171268460533077	0	0.0880475510693891	0	0.143968986024476	0	0
hsa-miR-2113	0	0	0	0.0760999727880469	0	0.130648479572369	0.0856342302665385	0.245464405111941	0.0880475510693891	0	0	0	0
hsa-miR-891b	0	0	0	0.0760999727880469	0.207397212799736	0	0	0	0	0.135177262993187	0	0.208989868152724	0
hsa-miR-216b-3p	0.167720420684235	0	0.0856233228115607	0	0	0	0	0	0.176095102138778	0	0	0	0
hsa-miR-921	0.167720420684235	0	0	0	0	0	0.0856342302665385	0	0	0.135177262993187	0.143968986024476	0	0
hsa-miR-933	0	0.218382154324236	0.0856233228115607	0	0	0	0.0856342302665385	0	0.0880475510693891	0	0	0	0
hsa-miR-548j-3p	0	0.109191077162118	0	0	0.103698606399868	0.261296959144739	0.0856342302665385	0	0	0	0	0	0
hsa-miR-1914-3p	0	0	0	0.0760999727880469	0.103698606399868	0	0	0	0.0880475510693891	0	0	0.208989868152724	0.0971163446332316
hsa-miR-1973	0	0	0	0	0	0	0	0.245464405111941	0	0	0	0.626969604458171	0.0971163446332316
hsa-miR-3124-3p	0	0.109191077162118	0	0	0	0	0	0.245464405111941	0.0880475510693891	0	0.143968986024476	0.208989868152724	0
hsa-miR-3142	0	0	0.0856233228115607	0	0	0	0	0	0	0.135177262993187	0.287937972048953	0.208989868152724	0
hsa-miR-3160-5p	0.167720420684235	0	0	0	0	0.261296959144739	0.0856342302665385	0	0	0	0	0	0
hsa-miR-3189-3p	0	0	0	0	0	0.391945438717108	0	0	0	0.135177262993187	0.143968986024476	0	0
hsa-miR-3193	0	0	0	0.0760999727880469	0.103698606399868	0	0	0	0.176095102138778	0	0	0	0.0971163446332316
hsa-miR-548x-3p	0.0838602103421173	0	0	0.0760999727880469	0	0	0	0	0.264142653208167	0	0	0	0
hsa-miR-4259	0.167720420684235	0	0	0	0.103698606399868	0	0	0.245464405111941	0	0	0.143968986024476	0	0
hsa-miR-4326	0	0	0	0.0760999727880469	0	0	0.0856342302665385	0.245464405111941	0	0.135177262993187	0	0	0.0971163446332316
hsa-miR-4284	0	0	0	0	0	0.130648479572369	0	0	0	0.135177262993187	0	0.626969604458171	0
hsa-miR-3918	0.0838602103421173	0	0	0.0760999727880469	0.103698606399868	0	0.171268460533077	0	0	0	0	0	0
hsa-miR-3944-5p	0	0	0.0856233228115607	0.0760999727880469	0.103698606399868	0	0	0	0	0.135177262993187	0.143968986024476	0	0
hsa-miR-4423-3p	0.0838602103421173	0	0	0.0760999727880469	0	0	0	0.245464405111941	0.0880475510693891	0	0.143968986024476	0	0
hsa-miR-548ac	0.167720420684235	0	0	0.0760999727880469	0	0.130648479572369	0	0	0	0	0.143968986024476	0	0
hsa-miR-4466	0.0838602103421173	0	0	0	0	0	0.0856342302665385	0	0	0	0.287937972048953	0.208989868152724	0
hsa-miR-4477a	0.0838602103421173	0.109191077162118	0	0	0.103698606399868	0	0.0856342302665385	0	0	0.135177262993187	0	0	0
hsa-miR-4482-5p	0	0	0.171246645623121	0.0760999727880469	0	0	0	0	0.176095102138778	0	0	0	0
hsa-miR-4498	0	0.109191077162118	0.0856233228115607	0	0.103698606399868	0	0	0.245464405111941	0.0880475510693891	0	0	0	0
hsa-miR-4536-5p	0	0	0	0.0760999727880469	0.103698606399868	0	0	0.245464405111941	0	0	0	0	0.194232689266463
hsa-miR-4640-5p	0.0838602103421173	0.109191077162118	0	0	0	0	0	0.245464405111941	0.0880475510693891	0	0	0.208989868152724	0
hsa-miR-4665-5p	0	0	0	0.0760999727880469	0	0	0.171268460533077	0	0.0880475510693891	0	0	0	0.0971163446332316
hsa-miR-4676-5p	0	0.109191077162118	0	0	0	0.130648479572369	0	0.245464405111941	0	0	0.143968986024476	0	0.0971163446332316
hsa-miR-4682	0	0	0	0.152199945576094	0	0	0	0.245464405111941	0	0.135177262993187	0	0.208989868152724	0
hsa-miR-4701-5p	0	0.109191077162118	0	0	0	0	0	0.490928810223882	0	0.135177262993187	0	0.208989868152724	0
hsa-miR-4709-3p	0	0	0	0	0	0.130648479572369	0.171268460533077	0	0	0.270354525986373	0	0	0
hsa-miR-4727-5p	0.0838602103421173	0	0	0	0	0	0	0.245464405111941	0	0.40553178897956	0	0	0
hsa-miR-4728-5p	0	0	0	0	0.103698606399868	0	0.171268460533077	0	0	0.135177262993187	0.143968986024476	0	0
hsa-miR-4731-5p	0.167720420684235	0	0	0.228299918364141	0	0	0	0	0	0	0	0	0
hsa-miR-4732-5p	0	0.218382154324236	0	0	0	0	0.0856342302665385	0	0	0	0.143968986024476	0.208989868152724	0
hsa-miR-4745-5p	0	0.109191077162118	0.0856233228115607	0	0.103698606399868	0	0	0	0	0.135177262993187	0	0	0.0971163446332316
hsa-miR-4753-5p	0	0	0	0.0760999727880469	0	0.130648479572369	0	0.245464405111941	0	0	0.143968986024476	0.208989868152724	0
hsa-miR-4755-5p	0	0.218382154324236	0	0.0760999727880469	0	0.130648479572369	0	0	0	0.135177262993187	0	0	0
hsa-miR-4757-5p	0.251580631026352	0	0.171246645623121	0	0	0	0	0	0	0	0	0	0
hsa-miR-4761-5p	0	0.218382154324236	0	0	0	0	0.171268460533077	0	0	0.135177262993187	0	0	0
hsa-miR-5001-5p	0	0	0	0	0	0	0.0856342302665385	0.245464405111941	0.176095102138778	0	0	0	0.0971163446332316
hsa-miR-5580-5p	0.0838602103421173	0	0.0856233228115607	0	0.207397212799736	0	0.0856342302665385	0	0	0	0	0	0
hsa-miR-5582-5p	0	0	0	0	0.103698606399868	0	0	0	0	0.40553178897956	0	0	0.0971163446332316
hsa-miR-5681a	0	0.109191077162118	0	0.0760999727880469	0	0	0.171268460533077	0	0	0	0	0.208989868152724	0
hsa-miR-6505-5p	0.0838602103421173	0	0	0	0.207397212799736	0	0.0856342302665385	0	0.0880475510693891	0	0	0	0
hsa-miR-892c-3p	0	0	0	0.0760999727880469	0.103698606399868	0.130648479572369	0	0	0.0880475510693891	0.135177262993187	0	0	0
hsa-miR-6727-5p	0	0	0.0856233228115607	0	0	0	0	0.245464405111941	0.0880475510693891	0	0.143968986024476	0	0.0971163446332316
hsa-miR-6735-3p	0.0838602103421173	0	0	0.0760999727880469	0	0	0.0856342302665385	0	0	0	0	0.208989868152724	0.0971163446332316
hsa-miR-6746-3p	0	0	0.0856233228115607	0	0.103698606399868	0	0.0856342302665385	0.245464405111941	0	0	0.143968986024476	0	0
hsa-miR-6762-5p	0	0	0	0	0	0	0	0.736393215335823	0.0880475510693891	0.135177262993187	0	0	0
hsa-miR-6780a-5p	0.0838602103421173	0	0.0856233228115607	0	0	0	0	0.490928810223882	0	0.135177262993187	0	0	0
hsa-miR-6780a-3p	0.0838602103421173	0	0	0	0	0	0	0.490928810223882	0	0	0	0.208989868152724	0.0971163446332316
hsa-miR-6783-3p	0	0.109191077162118	0	0	0	0	0	0	0.0880475510693891	0	0	0.417979736305447	0.0971163446332316
hsa-miR-6791-3p	0	0.109191077162118	0.171246645623121	0	0	0.130648479572369	0	0	0	0	0	0	0.0971163446332316
hsa-miR-6832-5p	0	0	0	0	0.103698606399868	0	0.171268460533077	0.245464405111941	0	0	0	0.208989868152724	0
hsa-miR-6780b-3p	0.0838602103421173	0	0	0.152199945576094	0	0	0	0	0	0	0.143968986024476	0	0.0971163446332316
hsa-miR-6855-5p	0	0	0	0	0.103698606399868	0.261296959144739	0	0.245464405111941	0.0880475510693891	0	0	0	0
hsa-miR-6769b-3p	0	0	0.0856233228115607	0	0.103698606399868	0	0	0.245464405111941	0.0880475510693891	0	0	0	0.0971163446332316
hsa-miR-6862-5p	0	0.109191077162118	0	0.0760999727880469	0	0.130648479572369	0	0.245464405111941	0	0	0	0.208989868152724	0
hsa-miR-6862-3p	0	0	0.0856233228115607	0.0760999727880469	0.103698606399868	0.261296959144739	0	0	0	0	0	0	0
hsa-miR-6871-3p	0	0	0	0	0	0.130648479572369	0.0856342302665385	0.245464405111941	0	0.135177262993187	0.143968986024476	0	0
hsa-miR-6876-5p	0	0.109191077162118	0	0.0760999727880469	0	0	0	0	0	0	0.287937972048953	0	0.0971163446332316
hsa-miR-6882-3p	0	0	0.0856233228115607	0.0760999727880469	0	0	0	0	0	0	0	0.417979736305447	0.0971163446332316
hsa-miR-6886-5p	0	0.218382154324236	0	0	0	0.130648479572369	0	0	0	0	0	0.208989868152724	0.0971163446332316
hsa-miR-6889-5p	0	0	0	0	0	0	0.171268460533077	0.245464405111941	0	0	0	0.417979736305447	0
hsa-miR-7155-3p	0.0838602103421173	0	0	0.152199945576094	0	0.130648479572369	0	0	0	0	0	0.208989868152724	0
hsa-miR-7156-5p	0	0.218382154324236	0.171246645623121	0	0	0	0.0856342302665385	0	0	0	0	0	0
hsa-miR-4433b-3p	0.0838602103421173	0	0	0	0.103698606399868	0	0	0.245464405111941	0	0.135177262993187	0.143968986024476	0	0
hsa-miR-412-3p	0	0	0	0	0	0	0	0	0.0880475510693891	0	0	0	0.291349033899695
hsa-miR-515-3p	0.0838602103421173	0	0	0.152199945576094	0	0	0	0.245464405111941	0	0	0	0	0
hsa-miR-526b-5p	0	0	0.0856233228115607	0.152199945576094	0	0	0	0	0	0	0	0	0.0971163446332316
hsa-miR-525-5p	0.0838602103421173	0	0	0	0.103698606399868	0.130648479572369	0	0	0	0	0.143968986024476	0	0
hsa-miR-566	0	0	0	0	0	0	0	0	0	0	0.431906958073429	0.208989868152724	0
hsa-miR-581	0	0	0	0.0760999727880469	0	0.130648479572369	0	0	0	0	0	0	0.194232689266463
hsa-miR-585-3p	0.0838602103421173	0	0	0	0	0	0	0	0.0880475510693891	0	0.287937972048953	0	0
hsa-miR-586	0.167720420684235	0	0	0	0.103698606399868	0	0	0	0	0	0.143968986024476	0	0
hsa-miR-616-3p	0	0	0	0	0	0	0	0.490928810223882	0	0.135177262993187	0	0.208989868152724	0
hsa-miR-661	0	0	0	0.0760999727880469	0	0	0.0856342302665385	0	0.0880475510693891	0	0	0	0.0971163446332316
hsa-miR-657	0	0	0	0	0	0.130648479572369	0.0856342302665385	0.490928810223882	0	0	0	0	0
hsa-miR-767-3p	0.167720420684235	0.109191077162118	0	0	0	0.130648479572369	0	0	0	0	0	0	0
hsa-miR-1237-5p	0	0	0	0	0	0	0	0.490928810223882	0	0	0.287937972048953	0	0
hsa-miR-1238-3p	0	0	0	0	0	0	0	0.981857620447764	0	0	0	0	0
hsa-miR-1200	0.0838602103421173	0	0	0	0	0	0	0.490928810223882	0	0	0	0.208989868152724	0
hsa-miR-1257	0	0.109191077162118	0	0	0	0	0	0.490928810223882	0	0	0.143968986024476	0	0
hsa-miR-1266-3p	0	0	0	0	0	0	0	0	0	0	0	0	0.388465378532927
hsa-miR-2681-3p	0.0838602103421173	0	0	0	0.311095819199604	0	0	0	0	0	0	0	0
hsa-miR-2682-5p	0	0.327573231486353	0	0.0760999727880469	0	0	0	0	0	0	0	0	0
hsa-miR-718	0	0	0.0856233228115607	0	0	0	0	0.490928810223882	0	0	0.143968986024476	0	0
hsa-miR-3127-3p	0	0	0.0856233228115607	0.152199945576094	0	0.130648479572369	0	0	0	0	0	0	0
hsa-miR-466	0.0838602103421173	0	0.0856233228115607	0	0	0	0	0	0	0	0.143968986024476	0.208989868152724	0
hsa-miR-3145-5p	0.0838602103421173	0	0	0	0	0	0	0	0.176095102138778	0.135177262993187	0	0	0
hsa-miR-3145-3p	0	0	0	0	0.103698606399868	0	0.0856342302665385	0	0	0.270354525986373	0	0	0
hsa-miR-3164	0	0.109191077162118	0.0856233228115607	0.152199945576094	0	0	0	0	0	0	0	0	0
hsa-miR-3191-5p	0.0838602103421173	0	0	0	0.103698606399868	0	0.0856342302665385	0.245464405111941	0	0	0	0	0
hsa-miR-3200-5p	0	0	0.0856233228115607	0.0760999727880469	0	0	0.0856342302665385	0	0	0	0	0	0.0971163446332316
hsa-miR-500b-3p	0	0	0	0	0	0	0.171268460533077	0	0	0.270354525986373	0	0	0
hsa-miR-3610	0	0.109191077162118	0	0	0	0	0.0856342302665385	0	0.0880475510693891	0	0	0	0.0971163446332316
hsa-miR-3654	0	0	0	0	0	0	0.0856342302665385	0.490928810223882	0	0	0	0.208989868152724	0
hsa-miR-3667-5p	0	0	0.0856233228115607	0	0.103698606399868	0.130648479572369	0	0.245464405111941	0	0	0	0	0
hsa-miR-3679-3p	0	0	0	0.0760999727880469	0	0	0	0	0.0880475510693891	0	0	0	0.194232689266463
hsa-miR-3681-3p	0	0	0	0	0	0	0	0.245464405111941	0	0.135177262993187	0	0.417979736305447	0
hsa-miR-3689a-5p	0	0	0	0	0	0	0	0	0	0.270354525986373	0	0.417979736305447	0
hsa-miR-3691-3p	0	0	0	0	0	0.130648479572369	0.0856342302665385	0	0	0.270354525986373	0	0	0
hsa-miR-3689b-5p	0	0	0	0	0	0	0	0	0	0.270354525986373	0	0.417979736305447	0
hsa-miR-3941	0	0	0	0	0	0	0	0.981857620447764	0	0	0	0	0
hsa-miR-4431	0	0	0	0	0.103698606399868	0.130648479572369	0	0.490928810223882	0	0	0	0	0
hsa-miR-4444	0	0.109191077162118	0	0	0	0	0	0.245464405111941	0	0	0	0.417979736305447	0
hsa-miR-4446-5p	0	0.109191077162118	0	0	0	0	0.171268460533077	0.245464405111941	0	0	0	0	0
hsa-miR-3689e	0	0	0	0	0	0	0	0	0	0.270354525986373	0	0.417979736305447	0
hsa-miR-4479	0	0	0	0.0760999727880469	0	0	0	0	0.0880475510693891	0.135177262993187	0	0.208989868152724	0
hsa-miR-4502	0	0	0	0	0	0.130648479572369	0.171268460533077	0	0	0.135177262993187	0	0	0
hsa-miR-4513	0	0.109191077162118	0	0	0	0	0	0.245464405111941	0	0	0	0.208989868152724	0.0971163446332316
hsa-miR-1587	0	0	0	0	0	0	0.0856342302665385	0	0.0880475510693891	0.135177262993187	0	0	0.0971163446332316
hsa-miR-548an	0.0838602103421173	0.218382154324236	0	0.0760999727880469	0	0	0	0	0	0	0	0	0
hsa-miR-4538	0	0	0.0856233228115607	0	0	0.130648479572369	0	0.245464405111941	0	0	0.143968986024476	0	0
hsa-miR-4646-5p	0.0838602103421173	0	0	0	0	0	0	0.245464405111941	0.176095102138778	0	0	0	0
hsa-miR-4657	0	0	0	0	0	0.261296959144739	0	0.245464405111941	0	0.135177262993187	0	0	0
hsa-miR-4662a-3p	0	0	0	0.152199945576094	0.103698606399868	0	0	0	0	0	0	0	0.0971163446332316
hsa-miR-4673	0	0.109191077162118	0	0	0	0.130648479572369	0	0.490928810223882	0	0	0	0	0
hsa-miR-4680-3p	0.0838602103421173	0	0	0	0.103698606399868	0.130648479572369	0	0.245464405111941	0	0	0	0	0
hsa-miR-4691-5p	0	0	0	0	0	0	0	0	0	0.40553178897956	0	0.208989868152724	0
hsa-miR-4699-3p	0.0838602103421173	0	0	0.0760999727880469	0	0	0.0856342302665385	0	0	0	0	0	0.0971163446332316
hsa-miR-4706	0	0.109191077162118	0	0	0	0	0	0.736393215335823	0	0	0	0	0
hsa-miR-4708-5p	0	0	0	0	0.103698606399868	0	0.0856342302665385	0.245464405111941	0	0	0.143968986024476	0	0
hsa-miR-4723-5p	0	0.109191077162118	0.0856233228115607	0	0	0	0	0.245464405111941	0	0	0	0.208989868152724	0
hsa-miR-4727-3p	0	0	0	0	0.103698606399868	0	0	0	0.176095102138778	0.135177262993187	0	0	0
hsa-miR-4743-5p	0	0	0.0856233228115607	0	0	0	0.0856342302665385	0.245464405111941	0	0.135177262993187	0	0	0
hsa-miR-4753-3p	0	0.109191077162118	0.0856233228115607	0	0	0	0	0.245464405111941	0	0	0.143968986024476	0	0
hsa-miR-4766-3p	0.0838602103421173	0.109191077162118	0	0	0.103698606399868	0	0	0	0	0	0	0	0.0971163446332316
hsa-miR-4783-5p	0.0838602103421173	0	0	0	0	0	0	0.245464405111941	0	0	0	0.417979736305447	0
hsa-miR-4793-3p	0	0	0	0	0	0.130648479572369	0	0.245464405111941	0	0.135177262993187	0	0.208989868152724	0
hsa-miR-4803	0.0838602103421173	0	0.0856233228115607	0.0760999727880469	0	0	0	0	0	0	0.143968986024476	0	0
hsa-miR-5003-5p	0.0838602103421173	0	0.0856233228115607	0	0.103698606399868	0	0.0856342302665385	0	0	0	0	0	0
hsa-miR-5187-3p	0	0	0	0	0.103698606399868	0.130648479572369	0.171268460533077	0	0	0	0	0	0
hsa-miR-1295b-3p	0	0	0	0	0	0	0	0.490928810223882	0	0.135177262993187	0.143968986024476	0	0
hsa-miR-6505-3p	0	0	0.0856233228115607	0	0.103698606399868	0	0	0.245464405111941	0.0880475510693891	0	0	0	0
hsa-miR-6511a-5p	0	0.109191077162118	0	0.0760999727880469	0	0	0	0.245464405111941	0	0	0	0.208989868152724	0
hsa-miR-6729-5p	0	0.109191077162118	0	0.0760999727880469	0	0	0	0	0.0880475510693891	0	0	0	0.0971163446332316
hsa-miR-6730-3p	0.0838602103421173	0.109191077162118	0	0.0760999727880469	0	0	0	0	0.0880475510693891	0	0	0	0
hsa-miR-6744-5p	0.0838602103421173	0	0.0856233228115607	0	0	0	0	0.490928810223882	0	0	0	0	0
hsa-miR-6748-5p	0	0	0	0	0	0	0	0.490928810223882	0.0880475510693891	0.135177262993187	0	0	0
hsa-miR-6758-3p	0	0	0	0	0.103698606399868	0	0	0.736393215335823	0	0	0	0	0
hsa-miR-6761-3p	0.167720420684235	0	0	0.0760999727880469	0	0	0.0856342302665385	0	0	0	0	0	0
hsa-miR-6764-5p	0	0	0	0	0.103698606399868	0.130648479572369	0.0856342302665385	0	0.0880475510693891	0	0	0	0
hsa-miR-6774-3p	0	0	0.0856233228115607	0	0	0	0	0	0.176095102138778	0.135177262993187	0	0	0
hsa-miR-6791-5p	0	0.109191077162118	0	0	0.103698606399868	0	0	0	0.0880475510693891	0	0	0.208989868152724	0
hsa-miR-6799-3p	0.167720420684235	0	0.0856233228115607	0	0	0	0	0	0	0	0	0.208989868152724	0
hsa-miR-6804-3p	0	0.109191077162118	0	0	0	0.130648479572369	0	0.490928810223882	0	0	0	0	0
hsa-miR-6806-3p	0	0	0	0	0	0	0.0856342302665385	0.245464405111941	0	0	0	0	0.194232689266463
hsa-miR-6816-3p	0	0	0	0	0	0	0	0.490928810223882	0	0.135177262993187	0	0.208989868152724	0
hsa-miR-6819-3p	0.0838602103421173	0	0.0856233228115607	0	0	0	0	0	0.176095102138778	0	0	0	0
hsa-miR-6820-5p	0	0	0	0	0	0.261296959144739	0	0.245464405111941	0	0	0	0.208989868152724	0
hsa-miR-6821-3p	0	0	0	0	0	0.130648479572369	0	0.245464405111941	0	0	0	0.417979736305447	0
hsa-miR-6855-3p	0.167720420684235	0	0	0	0	0	0	0	0.0880475510693891	0	0	0.208989868152724	0
hsa-miR-6866-3p	0	0	0	0.0760999727880469	0.103698606399868	0	0	0	0.0880475510693891	0	0	0.208989868152724	0
hsa-miR-6872-3p	0	0	0	0	0	0	0	0.490928810223882	0.176095102138778	0	0	0	0
hsa-miR-6874-3p	0.0838602103421173	0.109191077162118	0	0	0	0	0.0856342302665385	0	0	0	0	0	0.0971163446332316
hsa-miR-6875-5p	0	0	0.171246645623121	0.0760999727880469	0	0	0	0	0.0880475510693891	0	0	0	0
hsa-miR-6879-3p	0	0.218382154324236	0	0	0	0	0	0.245464405111941	0.0880475510693891	0	0	0	0
hsa-miR-6895-3p	0	0	0	0.0760999727880469	0	0	0.0856342302665385	0.245464405111941	0	0	0	0.208989868152724	0
hsa-miR-7110-3p	0	0	0	0	0.103698606399868	0	0.171268460533077	0.245464405111941	0	0	0	0	0
hsa-miR-7161-3p	0	0	0	0	0	0	0	0	0	0	0	0.835959472610895	0
hsa-miR-7160-5p	0	0	0.0856233228115607	0	0	0	0	0.245464405111941	0	0.135177262993187	0.143968986024476	0	0
hsa-miR-19b-2-5p	0	0.109191077162118	0	0	0	0	0.0856342302665385	0	0	0	0.143968986024476	0	0
hsa-miR-328-5p	0.0838602103421173	0	0	0	0	0	0	0	0.0880475510693891	0	0	0.208989868152724	0
hsa-miR-135b-3p	0	0	0	0	0.207397212799736	0	0	0	0	0	0	0	0.0971163446332316
hsa-miR-520a-5p	0	0.109191077162118	0	0.0760999727880469	0	0.130648479572369	0	0	0	0	0	0	0
hsa-miR-526b-3p	0	0	0	0	0.103698606399868	0.130648479572369	0	0.245464405111941	0	0	0	0	0
hsa-miR-523-3p	0	0	0	0	0	0.261296959144739	0	0	0	0	0	0.208989868152724	0
hsa-miR-520b	0	0	0	0	0	0.261296959144739	0	0.245464405111941	0	0	0	0	0
hsa-miR-524-5p	0	0.109191077162118	0	0	0	0	0.171268460533077	0	0	0	0	0	0
hsa-miR-524-3p	0	0	0	0	0	0.261296959144739	0	0	0	0.135177262993187	0	0	0
hsa-miR-520h	0.0838602103421173	0	0	0	0	0.261296959144739	0	0	0	0	0	0	0
hsa-miR-504-3p	0	0	0	0	0	0	0	0	0	0.40553178897956	0	0	0
hsa-miR-591	0	0	0	0	0	0	0.0856342302665385	0	0	0	0.287937972048953	0	0
hsa-miR-601	0	0	0	0	0	0.130648479572369	0	0.490928810223882	0	0	0	0	0
hsa-miR-603	0.167720420684235	0	0	0.0760999727880469	0	0	0	0	0	0	0	0	0
hsa-miR-640	0	0	0	0	0	0	0	0.490928810223882	0.0880475510693891	0	0	0	0
hsa-miR-646	0	0	0	0.0760999727880469	0	0.261296959144739	0	0	0	0	0	0	0
hsa-miR-759	0	0	0	0	0	0	0.171268460533077	0.245464405111941	0	0	0	0	0
hsa-miR-892a	0	0	0.0856233228115607	0.0760999727880469	0	0	0	0.245464405111941	0	0	0	0	0
hsa-miR-450b-3p	0	0	0	0	0	0.130648479572369	0	0	0	0.135177262993187	0	0.208989868152724	0
hsa-miR-892b	0.167720420684235	0	0	0.0760999727880469	0	0	0	0	0	0	0	0	0
hsa-miR-937-5p	0	0.109191077162118	0	0	0	0	0	0.245464405111941	0	0.135177262993187	0	0	0
hsa-miR-942-3p	0	0	0	0	0	0	0.0856342302665385	0	0.0880475510693891	0	0	0	0.0971163446332316
hsa-miR-1180-5p	0	0	0	0.0760999727880469	0	0	0.0856342302665385	0	0.0880475510693891	0	0	0	0
hsa-miR-1233-5p	0	0	0	0	0	0	0.0856342302665385	0.490928810223882	0	0	0	0	0
hsa-miR-1245a	0	0.109191077162118	0	0	0	0	0	0	0.0880475510693891	0	0	0.208989868152724	0
hsa-miR-1263	0.167720420684235	0	0	0	0	0	0	0	0	0	0.143968986024476	0	0
hsa-miR-1281	0	0.109191077162118	0.0856233228115607	0.0760999727880469	0	0	0	0	0	0	0	0	0
hsa-miR-1914-5p	0	0	0	0	0	0	0	0.736393215335823	0	0	0	0	0
hsa-miR-2681-5p	0.0838602103421173	0	0.0856233228115607	0	0	0	0	0	0	0.135177262993187	0	0	0
hsa-miR-3125	0	0	0	0	0	0	0	0.736393215335823	0	0	0	0	0
hsa-miR-3132	0	0	0	0	0	0	0	0.490928810223882	0	0	0.143968986024476	0	0
hsa-miR-544b	0	0.109191077162118	0	0	0	0	0	0	0.0880475510693891	0	0	0	0.0971163446332316
hsa-miR-3150a-3p	0	0.109191077162118	0.0856233228115607	0.0760999727880469	0	0	0	0	0	0	0	0	0
hsa-miR-3162-5p	0	0	0	0	0	0.130648479572369	0.0856342302665385	0	0.0880475510693891	0	0	0	0
hsa-miR-3163	0	0	0	0	0	0.130648479572369	0	0	0.176095102138778	0	0	0	0
hsa-miR-3165	0.0838602103421173	0.109191077162118	0	0	0	0.130648479572369	0	0	0	0	0	0	0
hsa-miR-3169	0.167720420684235	0	0	0	0	0.130648479572369	0	0	0	0	0	0	0
hsa-miR-1193	0.0838602103421173	0	0	0.0760999727880469	0	0	0	0	0.0880475510693891	0	0	0	0
hsa-miR-3176	0	0.109191077162118	0	0	0	0	0	0	0.176095102138778	0	0	0	0
hsa-miR-3190-5p	0	0	0.0856233228115607	0	0	0.130648479572369	0	0	0	0	0	0	0.0971163446332316
hsa-miR-4296	0	0	0	0	0	0	0	0.490928810223882	0.0880475510693891	0	0	0	0
hsa-miR-4265	0	0	0	0	0	0	0.0856342302665385	0.245464405111941	0	0	0	0.208989868152724	0
hsa-miR-4277	0	0	0	0	0	0	0	0.245464405111941	0	0	0	0.417979736305447	0
hsa-miR-3612	0	0	0	0.0760999727880469	0	0	0	0.245464405111941	0	0	0	0.208989868152724	0
hsa-miR-3622b-5p	0.0838602103421173	0	0	0	0.207397212799736	0	0	0	0	0	0	0	0
hsa-miR-3653-5p	0	0	0	0	0.103698606399868	0.130648479572369	0	0	0	0.135177262993187	0	0	0
hsa-miR-3662	0	0	0	0	0	0	0	0	0.0880475510693891	0	0.143968986024476	0.208989868152724	0
